Company,Year,Region,Industry,Revenue,ProfitMargin,MarketCap,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption,GrowthRate,MarketEvent,SectorCyclePhase,RegionalGrowthRate,ESG_Percentile,ESG_Quintile,CarbonEfficiency
Apple Inc,2015,Asia Pacific,Healthcare,62861.03100297847,0.11666297988674491,194107.41087031804,62.606998740157316,69.21274488854593,47.619393196189115,63.60992741876468,948.3678793734497,537.6105610963276,673.3867296961047,0.08421935505562982,ESG Boom,Growth,0.07411860165450912,62.606998740157316,Q3,66.2833825395109
Apple Inc,2016,Asia Pacific,Healthcare,50729.923347757685,0.09730596661254938,164405.42576765205,78.06833140342026,79.93091042660295,69.94189540562195,86.75145891473568,729.1372145897586,439.83004514400346,838.308761783348,0.06605890834143657,ESG Boom,Decline,0.012764902082806288,78.06833140342026,Q4,69.57527645427488
Apple Inc,2017,Asia Pacific,Healthcare,35978.417749071275,0.19441113555511425,125745.33443266228,59.62970467275138,56.83019573435971,64.69602595261829,63.02430326268564,1047.1583487582195,755.317084693379,731.474698375517,0.05780271254978465,COVID Impact,Recovery,-0.001658791219698065,59.62970467275138,Q3,34.35814436028553
Apple Inc,2018,Asia Pacific,Healthcare,59232.3927967961,0.19840628833918594,198844.15962935082,69.67702683584331,69.17583271803943,71.01382620990923,69.83610050880189,1056.1773787583033,444.3907874166402,718.9097799812083,0.09408083453053329,Ukraine Crisis,Growth,0.019844473075300555,69.67702683584331,Q4,56.08186080481187
Apple Inc,2019,Asia Pacific,Healthcare,16251.279337993665,0.16379930191622488,80414.52739176959,68.94772252362574,65.19672783247383,59.8743173335836,73.87661467955549,1020.2454830625496,633.9345632550776,820.8283641780298,-0.005829912021865663,Ukraine Crisis,Growth,0.03058834927700428,68.94772252362574,Q4,15.928793208946294
Apple Inc,2020,Asia Pacific,Healthcare,56637.97803017866,0.1303400749999622,183637.4640663195,70.10849002576043,67.71592337060534,60.707918348305974,74.87853644553573,727.8103251775151,799.3914830535531,1087.3822604350994,0.07694336262541179,Normal,Growth,0.043742029711263175,70.10849002576043,Q4,77.81969558970573
Apple Inc,2021,Asia Pacific,Healthcare,27069.36822892056,0.11441014935367556,119363.3390008058,65.89256226798915,67.14514662990915,61.303471069129785,74.3031973955262,1375.8555838679445,650.8236237908937,872.79790362222,0.0864028467201122,Normal,Recovery,0.029312258366424548,65.89256226798915,Q4,19.674570882756342
Apple Inc,2022,Asia Pacific,Healthcare,62172.88490355322,0.04901293950751763,149761.44846437877,72.62765897711408,65.710135976844,72.14758522994758,76.62776086950531,1374.4664852780534,520.1530559453379,639.7611349252862,0.1279083040300049,AI Revolution,Growth,0.040131482906305915,72.62765897711408,Q4,45.23419488525506
Apple Inc,2023,Asia Pacific,Healthcare,50349.81701074663,0.19474915777576396,97668.23333613288,80.86486743979471,82.15978721052909,72.81967106415551,83.40613257730945,822.5257221563193,310.42241252066987,575.5535089192654,0.06382555264556132,ESG Boom,Growth,0.05410859540473416,80.86486743979471,Q5,61.21366857383712
Apple Inc,2024,Asia Pacific,Healthcare,55237.23733189041,0.08540480186689973,44189.78986551233,79.47605904178323,74.43742472646211,69.85265781178946,88.48548375047494,1051.8187683700567,696.1301706375403,767.1587547748939,0.01568082333577564,COVID Impact,Growth,0.028230148257941658,79.47605904178323,Q4,52.51592664102434
Apple Inc,2025,Asia Pacific,Healthcare,58640.0305729731,0.16944528809724071,154569.68604538776,73.5039836984488,65.74686436180936,65.97851105479837,79.55439507464698,1398.7606918213535,600.9197622871427,765.8534837514644,-0.04437604707085535,Normal,Decline,0.05754514965734614,73.5039836984488,Q4,41.92284704161505
Microsoft Corp,2015,Africa,Real Estate,34055.0475335759,0.2501012864466552,84211.51506873942,52.18412012836907,48.16619076220938,51.57929462195991,55.658458951662176,1136.1869009489299,593.5915811385264,1125.2854635619892,0.10317086231603509,Ukraine Crisis,Decline,0.017341243048260478,52.184120128369074,Q3,29.973103434972202
Microsoft Corp,2016,Africa,Real Estate,12277.049037593413,0.12132540351217369,28848.471754777616,53.255490564212245,55.238909114065095,54.10522510381249,54.8968180804719,1394.3542143222392,821.711493202329,680.1543519898654,0.10786050438924119,Normal,Decline,0.010397218030895175,53.25549056421225,Q3,8.804828000434705
Microsoft Corp,2017,Africa,Real Estate,44925.803563229296,0.2167217225835229,112322.56375390668,56.33910086613313,58.43238273409292,50.10893616130415,65.40067892262329,1091.0184743231437,640.0698520538887,747.1248438984893,0.03832219212543546,COVID Impact,Decline,-0.003081129775831977,56.33910086613313,Q3,41.17785773510657
Microsoft Corp,2018,Africa,Real Estate,26608.735861218953,0.14396203056451895,68937.34387967287,71.19658328732483,76.58704618057618,59.99866565212062,70.7014649754193,422.2759005611703,528.7555020326446,1082.0968307649102,0.07841051753745075,Normal,Decline,0.0647719029195685,71.19658328732483,Q4,63.01267906325089
Microsoft Corp,2019,Africa,Real Estate,34159.2549347421,0.11842391187611875,147962.92477379943,56.2586826570211,59.84291591066089,54.478738197565065,53.12584919089399,817.4684921688752,623.5757620683149,783.2737202995854,0.04042445581593806,Normal,Recovery,0.009601959251826445,56.2586826570211,Q3,41.7866318031726
Microsoft Corp,2020,Africa,Real Estate,19430.67103281493,0.07181331171537082,79367.1502582233,59.41905590147438,54.33082245571401,50.53190085679376,66.96968247287549,1223.5796596477664,763.570870533762,875.0608835364603,0.07599798208873068,COVID Impact,Recovery,0.047663197022998725,59.41905590147438,Q3,15.88018472171095
Microsoft Corp,2021,Africa,Real Estate,57075.099204049206,0.12016243965833547,173454.69695479574,59.88831257299449,60.529216605960926,56.06334074287007,63.743169815995316,1112.6205965651652,619.8125248347811,847.6570177207268,0.08792179778348672,Normal,Growth,-0.005071878222416885,59.88831257299449,Q3,51.29789914814727
Microsoft Corp,2022,Africa,Real Estate,51398.71739049544,0.2213983717415286,221190.53379034522,56.79603415977833,52.518438447077166,52.36305030231621,60.93124177011611,972.6221651280241,663.1927834532378,741.9475949725445,0.047572055312371485,Normal,Decline,0.030592858502409902,56.79603415977833,Q3,52.84551306815471
Microsoft Corp,2023,Africa,Real Estate,59018.18808679593,0.18179713528222946,52265.07896406416,75.72138491719586,78.87555596671527,62.1199658725178,69.55739051354122,925.4587532142108,627.8527266723407,891.3947676161542,0.02724047032026522,AI Revolution,Recovery,0.0034702442989211837,75.72138491719586,Q4,63.771818914725316
Microsoft Corp,2024,Africa,Real Estate,19931.040838707442,0.11665962456017402,55109.951405381966,62.09016083520678,59.411686435727745,64.12138910442228,57.61609930110397,1239.7378593432345,699.5763604094218,773.0317178910796,0.1045147235081264,Ukraine Crisis,Growth,0.020360074683619347,62.090160835206774,Q3,16.076818718103294
Microsoft Corp,2025,Africa,Real Estate,44027.088830200206,0.11486866868153536,170945.8407938892,64.30451396174065,57.68972260587009,67.21360111826311,58.41864368618862,926.3316848761186,810.9029807381482,895.1770416507211,0.10038386847274905,AI Revolution,Mature,-0.010133725770058777,64.30451396174065,Q3,47.52842799343484
Amazon.com Inc,2015,Europe,Technology,65565.92415426832,0.2758302797931776,113016.39425696872,75.82527422998508,80.50931889494105,66.85253049164501,83.43769711685322,702.1702273975874,594.1319140649164,524.7086966155086,0.06339961280117168,AI Revolution,Decline,0.009900656932357917,75.82527422998508,Q4,93.37610952816296
Amazon.com Inc,2016,Europe,Technology,57760.892674347495,0.1691165850210626,113286.15531740329,76.67178215054578,86.97858348319879,70.93981242596647,84.12603558648946,508.2773019277517,423.7790090589837,603.7829168657697,0.07402772241333569,Normal,Growth,0.021466204600123977,76.67178215054578,Q4,113.64051147205727
Amazon.com Inc,2017,Europe,Technology,56099.36804443567,0.20688007257088467,89507.18483068206,73.59652910790109,83.39307156133997,65.13317193559884,87.77086697643705,898.4297505639321,420.3741844040636,658.9457566752458,0.11234634497900862,COVID Impact,Growth,0.02561219543194715,73.59652910790109,Q4,62.441574254171
Amazon.com Inc,2018,Europe,Technology,62778.025339167725,0.2604417551218134,78983.16860910863,78.67276418954809,89.89097726982284,67.18832143471424,86.41868326343328,1059.940112708979,569.8685202055227,569.5493665528415,0.1082427502073786,AI Revolution,Mature,0.015764155860550064,78.67276418954809,Q4,59.22789837577963
Amazon.com Inc,2019,Europe,Technology,56086.609351085106,0.24367456390491624,93423.065092353,71.95163493031806,88.17750429521895,53.95118522512311,74.10712926237555,801.5795395146342,527.3945493642542,385.8830574332319,0.08304209617371458,COVID Impact,Growth,0.01052350364569082,71.95163493031806,Q4,69.97011090761634
Amazon.com Inc,2020,Europe,Technology,48091.01341641925,0.18185503641046674,154202.33232662603,83.78892790143298,89.02686529054415,63.416136684542955,92.95029328012087,462.74593985340545,486.2622553099026,743.2616281487755,0.038070910784923626,Ukraine Crisis,Recovery,0.0006631681618749774,83.78892790143298,Q5,103.9253058119296
Amazon.com Inc,2021,Europe,Technology,49391.76912993446,0.19532243775582983,94970.23940506994,83.75945969783945,94.01620062982627,75.88514373505328,84.31694344858863,713.2230501943028,572.2724148352052,745.7554201437196,0.007126985395552247,Normal,Decline,0.03838809495180541,83.75945969783945,Q5,69.25150420647117
Amazon.com Inc,2022,Europe,Technology,58307.95125242606,0.17160459430351904,107881.82750100165,91.29377075746855,98.76296429429591,75.18316065673018,99.25946273730551,343.7105217830501,715.9094483039717,853.0174016020445,0.10179950258652538,COVID Impact,Mature,0.04285870039319593,91.29377075746855,Q5,169.64261315103815
Amazon.com Inc,2023,Europe,Technology,60929.02744386817,0.2645708685883804,180681.51469465924,91.39483220617382,100.0,67.94857317502489,91.09344847801381,849.9024529450222,541.3136398970705,455.08352510920764,-0.0046157351718685135,Normal,Mature,0.04354640654134694,91.39483220617382,Q5,71.68943584178602
Amazon.com Inc,2024,Europe,Technology,67037.38564945378,0.13826139277507576,147360.38518490084,84.65895895905899,89.15848355225513,82.07327168171525,90.17961683118472,590.5787786981577,506.1996513848375,694.1641720064081,0.058304066052992154,Normal,Decline,0.042013200774384335,84.65895895905899,Q5,113.51133490389934
Amazon.com Inc,2025,Europe,Technology,55532.64821433872,0.2633358419626972,109220.21383171793,79.27511143023735,89.55106453961127,60.98188414946425,87.74763112046988,694.3455269162196,670.483920230798,759.8634845476477,0.04332841038604549,Normal,Growth,0.023802088442359537,79.27511143023735,Q4,79.97840553678823
Alphabet Inc,2015,Europe,Finance,42752.08815887868,0.1665655550605128,209159.10078547578,71.26868904818063,73.4174068918304,72.2872961972252,82.80471743766526,1091.7182047353172,702.6831497850234,778.0281750630973,0.040051092437162705,Ukraine Crisis,Decline,0.05310262832263998,71.26868904818063,Q4,39.16036934648661
Alphabet Inc,2016,Europe,Finance,64560.57199981113,0.18401723293927735,193851.83543827076,71.91220343029696,80.17594266854287,71.89762603233018,81.30223169460383,366.2439220061334,485.6444786330754,504.70261304025064,0.03693767822075802,AI Revolution,Mature,0.06925034428865187,71.91220343029696,Q4,176.2775241972546
Alphabet Inc,2017,Europe,Finance,28498.7283688056,0.15124468166720328,94899.03173243905,66.97076049769109,76.21961837338222,67.05552750827869,84.56268819569063,639.958467040908,521.95927604832,769.6692175254069,0.06275727998013907,Ukraine Crisis,Decline,0.0023331866023442796,66.97076049769109,Q4,44.53215293181163
Alphabet Inc,2018,Europe,Finance,72673.69627615853,0.12391586618413206,288028.08205568284,67.86091214744661,69.6322676565499,68.3919706054578,79.88993096675757,774.2765925382038,443.15742210915204,683.5923653074915,0.052296940350773626,Normal,Decline,0.02896250199813466,67.86091214744661,Q4,93.86012296208295
Alphabet Inc,2019,Europe,Finance,54310.97390624298,0.2134244568407932,152010.32278186374,76.8706237757642,77.51658955380849,74.41268087016489,85.0784320304607,761.998461513055,694.7310626958886,697.3899718744633,0.006461459511819201,Normal,Recovery,0.013582949908876808,76.8706237757642,Q4,71.27438778173715
Alphabet Inc,2020,Europe,Finance,33077.55714194187,0.20011009643133973,172703.64101027168,70.43646077375709,73.38381671069187,72.73676555663909,80.95900360811106,1023.359196868335,646.2151660130766,528.6662978876744,0.05302758037384396,COVID Impact,Mature,0.044065133754948825,70.43646077375709,Q4,32.32252879618679
Alphabet Inc,2021,Europe,Finance,52436.8805057329,0.21855658617827017,158436.7574188476,78.06746508515515,81.91812326744684,69.38750065641501,87.02875135742765,435.43593042402983,494.14468385515363,767.9089222602815,0.042306504069687605,ESG Boom,Decline,0.010979852172917522,78.06746508515515,Q4,120.42387116342401
Alphabet Inc,2022,Europe,Finance,55788.70168132695,0.2514728348601941,135681.996583687,80.1950265313237,84.05286513564926,70.38922931310528,82.64672872750752,1041.2511001044654,561.4857320471675,658.426267217308,0.02623888715883483,ESG Boom,Mature,0.015285635920944295,80.1950265313237,Q5,53.57852838969516
Alphabet Inc,2023,Europe,Finance,62675.54641280355,0.23862395694449393,138406.24470036302,82.14515065423065,96.96780951763799,69.82079899265199,93.22056664025503,421.0006678109377,564.0835707276099,540.8199131321068,0.10546350098267362,ESG Boom,Recovery,0.008285193560878888,82.14515065423065,Q5,148.87279535641255
Alphabet Inc,2024,Europe,Finance,73924.24393049539,0.168324800343495,127298.6540925155,76.79223190415064,83.81497530950233,69.67609734330432,87.79949685720605,822.7032913610237,603.7419714133047,612.043140779765,0.065572003888714,Ukraine Crisis,Growth,0.05510928643892628,76.79223190415064,Q4,89.8552912294114
Alphabet Inc,2025,Europe,Finance,45096.45467715699,0.22870662176288784,177716.52827558605,84.91710095743736,90.05577835125167,70.37083943206773,86.88368413865366,775.0535710929926,620.064163494567,522.9507279516259,0.052985994365168945,Ukraine Crisis,Recovery,-0.003209501415259143,84.91710095743736,Q5,58.18495172582241
Tesla Inc,2015,North America,Real Estate,22238.61420915885,0.08028124436434052,54380.35483014681,57.66324829105273,64.08963551199194,58.80336523498124,59.92000813495239,776.648866226488,583.2636672522583,970.3692350490583,0.09628635643412287,COVID Impact,Mature,0.05349200475914681,57.663248291052724,Q3,28.634065080884973
Tesla Inc,2016,North America,Real Estate,39339.64638386763,0.1792659015046143,168477.02800844391,59.43510766316361,63.07622131970807,68.80583669617452,53.88285187699595,816.4446467103742,591.230523148976,882.9470342701212,0.058775879476620004,AI Revolution,Mature,0.05091714656066737,59.43510766316361,Q3,48.18409489754287
Tesla Inc,2017,North America,Real Estate,30089.879788735674,0.09199351692332355,72060.72855114489,58.91681321654288,62.70155680352443,62.45244566613593,58.757210225812734,1178.2048697538244,429.98164019169724,652.0573285342426,0.05415075158137332,Normal,Growth,-0.011047968099532117,58.91681321654288,Q3,25.53875012372334
Tesla Inc,2018,North America,Real Estate,38803.98448854858,0.154796020619762,169454.98404347213,63.676142890003916,59.97368092413406,60.12817323522265,62.07218725296601,1240.9742512763391,550.0043067000188,1050.2693253762295,0.06568039113419688,ESG Boom,Growth,0.06608872646805203,63.676142890003916,Q3,31.268968246013003
Tesla Inc,2019,North America,Real Estate,54833.49858587551,0.2245100142600982,97557.29810555922,72.91027513492479,66.07833064618531,68.81564251854167,71.82897013911953,758.213337671161,787.0330552895402,989.9605746837033,0.07050948747657652,ESG Boom,Mature,0.025974284023553115,72.91027513492479,Q4,72.3193536557617
Tesla Inc,2020,North America,Real Estate,75148.5790689877,0.09344715653576596,286350.87412503955,66.4184887739657,64.66469743722803,66.87103596368588,66.2222398853805,1368.6247809298525,602.5722785972607,930.7629010381994,0.04167918907761723,Normal,Recovery,0.04984076736996103,66.4184887739657,Q4,54.908094651788474
Tesla Inc,2021,North America,Real Estate,59586.68638515266,0.1559440120642898,254061.33553550183,60.98290314614737,64.09813648222902,60.273793839792205,63.036941853824814,1457.077545392255,566.4074803604182,961.9293135675209,0.11887771381888448,Ukraine Crisis,Recovery,-0.0019011583255159267,60.98290314614737,Q3,40.89465693345571
Tesla Inc,2022,North America,Real Estate,48505.488301403144,0.19020052205405968,183537.27048936932,63.85255380604705,61.81572614169707,61.418718483419745,65.24945585746171,1095.9292423050747,583.5300602154742,669.4821761081987,0.10707955033332817,Ukraine Crisis,Recovery,-0.009001511945197424,63.852553806047055,Q3,44.25968975435089
Tesla Inc,2023,North America,Real Estate,54837.330417237106,0.1574772760687154,221183.47910627257,66.53346500931639,70.48559385851236,70.05408050079595,70.76253532707905,1045.5668907909867,710.3773298068551,810.276488720168,0.13519096549079151,AI Revolution,Mature,0.029555389493438108,66.53346500931639,Q4,52.44746256578993
Tesla Inc,2024,North America,Real Estate,25577.402241789674,0.14052762098111263,100346.32017066139,60.921512271535484,52.92442444812528,68.2335231303906,57.42442589321839,1371.468753135737,501.7775766387044,685.0363600789764,0.045866710338012755,COVID Impact,Mature,0.00779594216622961,60.921512271535484,Q3,18.649642702146625
Tesla Inc,2025,North America,Real Estate,34978.419009962556,0.1486221760034148,86878.86942905186,69.82496128680204,67.39531900836174,72.6338934296346,68.26666428002486,1173.7337314176013,546.7106481088432,910.2376686833452,0.12930969341082568,COVID Impact,Decline,0.02142533241026398,69.82496128680204,Q4,29.80098300311746
Meta Platforms,2015,Africa,Transportation,19187.44897225574,0.08259866112264129,57590.92026266953,54.357119239684394,41.40757716524405,58.403479293609784,57.95536679780791,1488.7383190084856,502.1175444882966,649.5638553462018,0.04818871173126229,ESG Boom,Growth,0.04844159643370005,54.357119239684394,Q3,12.888395975557593
Meta Platforms,2016,Africa,Transportation,42223.02610773565,0.05899882025610684,92747.39445486042,45.5776951059732,37.02267584030205,56.50966418883543,50.237188424081,1769.583620451318,765.8781839961049,962.7365926139348,0.11117418512761519,ESG Boom,Decline,0.06532084041115688,45.5776951059732,Q2,23.86042998810453
Meta Platforms,2017,Africa,Transportation,14466.706252326685,0.08094533050182633,62270.41623036546,56.67032790892628,57.93773610701196,50.14775327054516,62.906444310072445,759.5615939629771,594.6248091600637,973.8138662178479,0.09448545318940357,COVID Impact,Mature,0.0394361902001339,56.670327908926275,Q3,19.046126539654534
Meta Platforms,2018,Africa,Transportation,53094.70672721673,0.17282833804467634,59813.80991155461,48.6192986777287,42.68009208399202,47.13531930702641,49.4817522257336,1250.7456034362363,601.3477764305422,623.4639606907364,0.06847273935232562,COVID Impact,Mature,0.008874841458524359,48.6192986777287,Q2,42.450444390047444
Meta Platforms,2019,Africa,Transportation,54914.24508975043,0.004535106050329474,79417.48884592015,52.61792210796861,46.736752246768354,63.83099163560888,56.36455220955589,798.3033368965055,768.2410229956987,848.6248027498077,0.07402530060431675,COVID Impact,Recovery,0.015646142968520693,52.61792210796861,Q3,68.78869532782748
